z,n,symbol,radius,unc_r,half_life,unc_hl,unit_hl,half_life_sec,unc_hls,decay_1,decay_1_%,unc_1,decay_2,decay_2_%,unc_2,decay_3,decay_3_%,unc_3,binding,unc_ba,atomic_mass,unc_am,massexcess,unc_me,me_systematics,discovery,ENSDFpublicationcut-off,ENSDFauthors,Extraction_date
43,64,Tc,,,21.2,2,s,21.2,0.2,B-,100,,,,,,,,8492.8979,0.0811,106915458.4,9.31,-78749.967,8.673,N,1965,1-Mar-08,Jean Blachot,10/18/2023
43,65,Tc,,,5.17,7,s,5.17,0.07,B-,100,,,,,,,,8462.8172,0.0812,107918493.5,9.413,-75922.831,8.769,N,1970,1-Jul-08,Jean Blachot,10/18/2023
43,66,Tc,,,0.91,3,s,0.91,0.03,B-,100,,B-N,0.08,0.02,,,,8444.1796,0.0887,108920254.1,10.38,-74282.828,9.669,N,1976,31-May-16,S. KUMAR(a) and  J. CHEN(b) AND F.G. KONDEV,10/18/2023
43,67,Tc,,,0.9,13,s,0.9,0.013,B-,100,,B-N,0.04,0.02,,,,8411.2603,0.0863,109923741.3,10.195,-71034.564,9.497,N,1976,1-Aug-11,G. G~URDAL and F.G. KONDEV,10/18/2023
43,68,Tc,,,290,20,ms,0.29,0.02,B-,100,,B-N,0.85,0.2,,,,8390.0906,0.0953,110925899,11.359,-69024.675,10.582,N,1988,1-Feb-08,Jean Blachot,10/18/2023
43,69,Tc,,,271,15,ms,0.271,0.015,B-,100,,B-N,1.5,0.2,,,,8353.6217,0.0492,111929941.7,5.92,-65258.932,5.515,N,1990,1-Aug-14,S. LALKOVSKI and  F.G. KONDEV,10/18/2023
43,70,Tc,,,152,8,ms,0.152,0.008,B-,100,,B-N,2.1,0.3,,,,8329.4652,0.0297,112932569,3.6,-62811.549,3.353,N,1992,20-Jul-15,BALRAJ SINGH,10/18/2023
43,71,Tc,,,100,20,ms,0.1,0.02,B-,100,,B-N,,,,,,8290.2599,3.7995,113937090,465,-58600.294,433.145,N,1994,1-Jan-12,Jean Blachot,10/18/2023
43,72,Tc,,,78,2,ms,0.078,0.002,B-,100,,B-N,,,,,,8264,2,114940100,210,-55796,196,Y,1994,20-Jul-15,BALRAJ SINGH,10/18/2023
43,73,Tc,,,57,3,ms,0.057,0.003,B-,100,,B-2N,,,B-N,,,8223,3,115945020,320,-51214,298,Y,1997,20-Jul-15,BALRAJ SINGH,10/18/2023
43,74,Tc,,,44.5,30,ms,0.0445,0.003,B-,100,,B-N,,,B-2N,,,8195,3,116948320,429,-48140,400,Y,1997,20-Jul-15,BALRAJ SINGH,10/18/2023
43,75,Tc,,,30,4,ms,0.03,0.004,B-,100,,B-N,,,B-2N,,,8153,3,117953526,429,-43290,400,Y,2010,14-Jan-22,BALRAJ SINGH,10/18/2023
43,76,Tc,,,22,3,ms,0.022,0.003,B-,100,,B-N,,,B-2N,,,8126,4,118956876,537,-40170,500,Y,2010,20-Jul-15,BALRAJ SINGH,10/18/2023
43,77,Tc,,,21,5,ms,0.021,0.005,B-,100,,B-2N,,,B-N,,,8083,4,119962426,537,-35000,500,Y,2010,30-Jun-17,BALRAJ SINGH,10/18/2023
43,78,Tc,,,22,6,ms,0.022,0.006,B-,100,,B-N,,,B-2N,,,8054,4,120966140,537,-31540,500,Y,2015,31-May-15,BALRAJ SINGH,10/18/2023
43,79,Tc,,,,,,,,B-,100,,B-N,,,B-2N,,,8011,2,121971760,322,-26305,300,Y,2018,31-Jan-21,BALRAJ SINGH,10/18/2023
44,41,Ru,,,450,,ns,0.00000045,,P,,,ECP,,,EC+B+,,,8027,6,84967117,537,-30630,500,Y,2013,31-Mar-15,BALRAJ SINGH,10/18/2023
44,42,Ru,,,438,,ns,0.000000438,,EC+B+,,,ECP,,,,,,8133,5,85957305,429,-39770,400,Y,2013,31-Mar-15,BALRAJ SINGH,10/18/2023
44,43,Ru,,,,,,,,,,,,,,,,,8201,5,86950907,429,-45730,400,Y,1995,27-Jul-15,T.D. Johnson and W.D. Kulp(a),10/18/2023
44,44,Ru,,,1.2,1,s,1.2,0.25,EC+B+,100,,ECP,,,,,,8298,3,87941664,322,-54340,300,Y,1994,1-Nov-13,E.A. McCutchan and A.A. Sonzogni,10/18/2023
44,45,Ru,,,1.32,3,s,1.32,0.03,EC+B+,100,,ECP,3.1,0.2,,,,8340.376,0.2721,88937337.85,26,-58369.424,24.219,N,1992,30-Nov-21,Balraj Singh,10/18/2023
44,46,Ru,,,11.7,9,s,11.7,0.9,EC+B+,100,,,,,,,,8409.7684,0.0414,89930344.38,4.004,-64883.801,3.73,N,1991,1-Mar-20,S. K. Basu and  E.A. MCCUTCHAN,10/18/2023
44,47,Ru,,,8,4,s,8,0.4,EC+B+,100,,,,,,,,8442.9287,0.0244,90926741.53,2.384,-68239.833,2.221,N,1983,1-Sep-13,Coral M. Baglin,10/18/2023
44,48,Ru,,,3.65,5,m,219,3,EC+B+,100,,,,,,,,8504.774,0.0295,91920234.37,2.917,-74301.211,2.718,N,1971,15-Sep-12,CORAL M. BAGLIN,10/18/2023
44,49,Ru,,,59.7,6,s,59.7,0.6,EC+B+,100,,,,,,,,8531.4627,0.0222,92917104.44,2.216,-77216.723,2.065,N,1972,15-Dec-10,CORAL M. BAGLIN,10/18/2023
44,50,Ru,,,51.8,6,m,3108,36,EC+B+,100,,,,,,,,8583.662,0.0334,93911342.86,3.374,-82583.602,3.143,N,1952,1-Jan-06,D. Abriola(a) and  A.A. Sonzogni,10/18/2023
44,51,Ru,,,1.643,13,h,5914.8,46.8,EC+B+,100,,,,,,,,8587.4706,0.1,94910404.42,10.2,-83457.759,9.502,N,1948,30-Jun-09,S. K. Basu and  G. Mukherjee and  A. A. Sonzogni,10/18/2023
44,52,Ru,4.3908,0.0047,STABLE,,,,,,,,,,,,,,8609.413,0.0018,95907588.91,0.182,-86080.385,0.17,N,1931,1-Apr-08,D. Abriola(a) and  A.A. Sonzogni,10/18/2023
44,53,Ru,,,2.83,23,d,244512,19872,EC+B+,100,,,,,,,,8604.2799,0.0285,96907545.78,2.965,-86120.564,2.763,N,1946,19-Nov-09,N. NICA,10/18/2023
44,54,Ru,4.4229,0.0055,STABLE,,,,,,,,,,,,,,8620.314,0.0659,97905286.71,6.937,-88224.871,6.463,N,1944,15-Feb-20,Jun Chen and  Balraj Singh,10/18/2023
44,55,Ru,4.4338,0.0042,STABLE,,,,,,,,,,,,,,8608.7132,0.0035,98905930.28,0.368,-87625.385,0.343,N,1931,1-Jul-17,E. BROWNE and  J. K. TULI,10/18/2023
44,56,Ru,4.4531,0.0031,STABLE,,,,,,,,,,,,,,8619.3593,0.0034,99904210.46,0.367,-89227.391,0.342,N,1931,31-Jan-21,Balraj Singh and Jun Chen,10/18/2023
44,57,Ru,4.4606,0.002,STABLE,,,,,,,,,,,,,,8601.366,0.0041,100905573.1,0.443,-87958.113,0.413,N,1931,1-Jul-06,JEAN BLACHOT,10/18/2023
44,58,Ru,4.4809,0.0018,STABLE,,,,,,,,,,,,,,8607.4275,0.0041,101904340.3,0.446,-89106.435,0.416,N,1931,31-Dec-08,D. DE FRENNE,10/18/2023
44,59,Ru,,,39.247,13,d,3390940.8,1123.2,B-,100,,,,,,,,8584.3656,0.0043,102906314.8,0.473,-87267.168,0.441,N,1945,1-Mar-09,D. DE FRENNE,10/18/2023
44,60,Ru,4.5098,0.002,STABLE,,,,,,,,,,,,,,8587.3998,0.024,103905425.3,2.682,-88095.763,2.498,N,1931,30-Mar-07,JEAN BLACHOT,10/18/2023
44,61,Ru,,,4.439,11,h,15980.4,39.6,B-,100,,,,,,,,8561.9016,0.0238,104907745.5,2.683,-85934.543,2.499,N,1945,1-Apr-19,S. LALKOVSKI and  J. TIMAR and Z. ELEKES,10/18/2023
44,62,Ru,,,371.8,18,d,32123520,155520,B-,100,,,,,,,,8560.9406,0.0509,105907328.2,5.787,-86323.253,5.391,N,1948,1-May-07,D. DE FRENNE AND A. NEGRET,10/18/2023
44,63,Ru,,,3.75,5,m,225,3,B-,100,,,,,,,,8533.3676,0.0811,106909969.8,9.31,-83862.565,8.673,N,1951,1-Mar-08,Jean Blachot,10/18/2023
44,64,Ru,,,4.55,5,m,273,3,B-,100,,,,,,,,8527.2267,0.0804,107910185.8,9.318,-83661.404,8.68,N,1955,1-Jul-08,Jean Blachot,10/18/2023
44,65,Ru,,,34.4,2,s,34.4,0.2,B-,100,,,,,,,,8496.228,0.0821,108913323.7,9.612,-80738.455,8.954,N,1967,31-May-16,S. KUMAR(a) and  J. CHEN(b) AND F.G. KONDEV,10/18/2023
44,66,Ru,,,12.04,17,s,12.04,0.17,B-,100,,,,,,,,8486.3123,0.0811,109914038.5,9.58,-80072.629,8.924,N,1970,1-Aug-11,G. G~URDAL and F.G. KONDEV,10/18/2023
44,67,Ru,,,2.12,7,s,2.12,0.07,B-,100,,,,,,,,8452.9582,0.0872,110917567.6,10.394,-76785.325,9.682,N,1971,1-Feb-08,Jean Blachot,10/18/2023
44,68,Ru,,,1.75,7,s,1.75,0.07,B-,100,,,,,,,,8439.2431,0.0857,111918806.9,10.305,-75630.873,9.6,N,1970,1-Aug-14,S. LALKOVSKI and  F.G. KONDEV,10/18/2023
44,69,Ru,,,0.8,5,s,0.8,0.05,B-,100,,,,,,,,8402.6857,0.3388,112922846.7,41.097,-71867.816,38.282,N,1988,1-May-09,Jean Blachot,10/18/2023
44,70,Ru,,,0.54,3,s,0.54,0.03,B-,100,,,,,,,,8385.3351,0.0312,113924614.4,3.817,-70221.213,3.556,N,1991,1-Jan-12,Jean Blachot,10/18/2023
44,71,Ru,,,318,19,ms,0.318,0.019,B-,100,,B-N,,,,,,8346.814,0.2188,114929033,27.016,-66105.296,25.166,N,1992,1-Sep-12,JEAN BLACHOT,10/18/2023
44,72,Ru,,,204,6,ms,0.204,0.006,B-,100,,B-N,,,,,,8326.884,0.0321,115931219.2,4,-64068.917,3.726,N,1994,10-Aug-13,B. SINGH and B. PRITYCHENKO,10/18/2023
44,73,Ru,,,151,3,ms,0.151,0.003,B-,100,,B-N,,,,,,8285.5625,3.7021,116936135,465,-59489.871,433.145,N,1994,31-Jul-15,BALRAJ SINGH,10/18/2023
44,74,Ru,,,99,3,ms,0.099,0.003,B-,100,,B-N,4.6,,,,,8263,2,117938808,215,-57000,200,Y,1994,14-Jan-22,BALRAJ SINGH,10/18/2023
44,75,Ru,,,69.5,20,ms,0.0695,0.002,B-,100,,B-N,,,B-2N,,,8220,3,118944090,322,-52080,300,Y,1997,20-Jul-15,BALRAJ SINGH,10/18/2023
44,76,Ru,,,45,2,ms,0.045,0.002,B-,100,,B-N,,,,,,8199,3,119946623,429,-49720,400,Y,2010,30-Jun-17,BALRAJ SINGH,10/18/2023
44,77,Ru,,,29,2,ms,0.029,0.002,B-,100,,B-N,,,B-2N,,,8156,3,120952098,429,-44620,400,Y,2010,20-Jul-15,BALRAJ SINGH,10/18/2023
44,78,Ru,,,25,1,ms,0.025,0.001,B-,100,,B-N,,,B-2N,,,8132,4,121955147,537,-41780,500,Y,2010,20-Jul-15,BALRAJ SINGH,10/18/2023
44,79,Ru,,,19,2,ms,0.019,0.002,B-,100,,B-N,,,B-2N,,,8089,4,122960762,537,-36550,500,Y,2010,15-Apr-21,Jun Chen,10/18/2023
44,80,Ru,,,15,3,ms,0.015,0.003,B-,100,,B-N,,,B-2N,,,8065,5,123963940,644,-33590,600,Y,2010,20-Jul-15,BALRAJ SINGH,10/18/2023
44,81,Ru,,,,,,,,B-,100,,B-2N,,,B-N,,,8023,2,124969544,322,-28370,300,Y,2018,31-Jan-21,BALRAJ SINGH,10/18/2023
45,44,Rh,,,120,,ns,0.00000012,,P,,,EC+B+,,,ECP,,,8189,4,88950992,387,-45651,361,Y,,30-Nov-21,Balraj Singh,10/18/2023
45,45,Rh,,,29,3,ms,0.029,0.003,EC+B+,100,,ECP,0.7,,,,,8254,2,89944569,215,-51634,200,Y,1994,1-Mar-20,S. K. Basu and  E.A. MCCUTCHAN,10/18/2023
45,46,Rh,,,1.47,22,s,1.47,0.22,EC+B+,100,,B+P,1.3,0.5,,,,8328,3,90937123,320,-58570,298,Y,1994,1-Sep-13,Coral M. Baglin,10/18/2023
45,47,Rh,,,4.66,25,s,4.66,0.25,EC+B+,100,,B+P,1.9,,,,,8373.4211,0.0476,91932367.69,4.7,-62999.095,4.378,N,1994,15-Sep-12,CORAL M. BAGLIN,10/18/2023
45,48,Rh,,,12.2,7,s,12.2,0.7,EC+B+,100,,,,,,,,8434.8255,0.0283,92925912.78,2.821,-69011.81,2.629,N,1994,15-Dec-10,CORAL M. BAGLIN,10/18/2023
45,49,Rh,,,70.6,6,s,70.6,0.6,EC+B+,100,,ECP,1.8,0.5,,,,8472.4033,0.0359,93921730.45,3.627,-72907.623,3.379,N,1979,1-Jan-06,D. Abriola(a) and  A.A. Sonzogni,10/18/2023
45,50,Rh,,,5.02,10,m,301.2,6,EC+B+,100,,,,,,,,8525.3707,0.0409,94915897.89,4.171,-78340.616,3.886,N,1967,30-Jun-09,S. K. Basu and  G. Mukherjee and  A. A. Sonzogni,10/18/2023
45,51,Rh,,,9.9,10,m,594,6,EC+B+,100,,,,,,,,8534.6735,0.1042,95914451.71,10.737,-79687.732,10.001,N,1967,1-Apr-08,D. Abriola(a) and  A.A. Sonzogni,10/18/2023
45,52,Rh,,,30.7,6,m,1842,36,EC+B+,100,,,,,,,,8559.8949,0.3656,96911327.87,38.071,-82597.564,35.463,N,1955,19-Nov-09,N. NICA,10/18/2023
45,53,Rh,,,8.72,12,m,523.2,7.2,EC+B+,100,,,,,,,,8560.8038,0.1215,97910707.73,12.782,-83175.219,11.906,N,1955,15-Feb-20,Jun Chen and  Balraj Singh,10/18/2023
45,54,Rh,,,16.1,2,d,1391040,17280,EC+B+,100,,,,,,,,8580.1959,0.1965,98908121.24,20.881,-85584.522,19.451,N,1952,1-Jul-17,E. BROWNE and  J. K. TULI,10/18/2023
45,55,Rh,,,20.5,3,h,73800,1080,EC+B+,100,,,,,,,,8575.1732,0.1813,99908114.15,19.458,-85591.13,18.125,N,1948,31-Jan-21,Balraj Singh and Jun Chen,10/18/2023
45,56,Rh,,,3.3,3,Y,104137855.7,9467077.792,EC,100,,,,,,,,8588.2172,0.0578,100906158.9,6.27,-87412.428,5.841,N,1948,1-Jul-06,JEAN BLACHOT,10/18/2023
45,57,Rh,,,207.3,17,d,17910720,146880,EC+B+,78,5,B-,22,5,,,,8576.9818,0.0628,101906834.3,6.88,-86783.316,6.41,N,1941,31-Dec-08,D. DE FRENNE,10/18/2023
45,58,Rh,4.4945,0.0023,STABLE,,,,,,,,,,,,,,8584.1927,0.0223,102905494.1,2.47,-88031.705,2.301,N,1934,1-Mar-09,D. DE FRENNE,10/18/2023
45,59,Rh,,,42.3,4,s,42.3,0.4,B-,99.55,0.1,EC+B+,0.45,0.1,,,,8568.9501,0.0221,103906645.3,2.471,-86959.344,2.303,N,1939,30-Mar-07,JEAN BLACHOT,10/18/2023
45,60,Rh,,,35.341,19,h,127227.6,68.4,B-,100,,,,,,,,8572.7053,0.0238,104905687.8,2.685,-87851.27,2.502,N,1945,1-Apr-19,S. LALKOVSKI and  J. TIMAR and Z. ELEKES,10/18/2023
45,61,Rh,,,30.07,35,s,30.07,0.35,B-,100,,,,,,,,8553.9317,0.0508,105907285.9,5.786,-86362.656,5.39,N,1947,1-May-07,D. DE FRENNE AND A. NEGRET,10/18/2023
45,62,Rh,,,21.7,4,m,1302,24,B-,100,,,,,,,,8554.104,0.1126,106906748,12.937,-86863.711,12.051,N,1951,1-Mar-08,Jean Blachot,10/18/2023
45,63,Rh,,,16.8,5,s,16.8,0.5,B-,100,,,,,,,,8532.6657,0.1296,107908715.3,15.026,-85031.156,13.997,N,1955,1-Jul-08,Jean Blachot,10/18/2023
45,64,Rh,,,80.8,7,s,80.8,0.7,B-,100,,,,,,,,8528.1404,0.0371,108908749.6,4.336,-84999.251,4.04,N,1972,31-May-16,S. KUMAR(a) and  J. CHEN(b) AND F.G. KONDEV,10/18/2023
45,65,Rh,,,3.35,12,s,3.35,0.12,B-,100,,,,,,,,8504.2551,0.1619,109911079.7,19.114,-82828.693,17.805,N,1963,1-Aug-11,G. G~URDAL and F.G. KONDEV,10/18/2023
45,66,Rh,,,11,1,s,11,1,B-,100,,,,,,,,8495.6267,0.0617,110911643.2,7.356,-82303.871,6.853,N,1975,1-Feb-08,Jean Blachot,10/18/2023
45,67,Rh,,,3.6,3,s,3.6,0.3,B-,100,,,,,,,,8468.8666,0.3936,111914405.2,47.327,-79731.052,44.085,N,1972,1-Aug-14,S. LALKOVSKI and  F.G. KONDEV,10/18/2023
45,68,Rh,,,2.8,12,s,2.8,0.12,B-,100,,,,,,,,8456.8165,0.0631,112915440.2,7.656,-78766.944,7.132,N,1971,1-May-09,Jean Blachot,10/18/2023
45,69,Rh,,,1.85,5,s,1.85,0.05,B-,100,,,,,,,,8426.6221,0.6277,113918721.7,76.824,-75710.275,71.561,N,1988,1-Jan-12,Jean Blachot,10/18/2023
45,70,Rh,,,0.99,5,s,0.99,0.05,B-,100,,,,,,,,8410.6538,0.0636,114920311.6,7.857,-74229.228,7.319,N,1988,1-Sep-12,JEAN BLACHOT,10/18/2023
45,71,Rh,,,0.68,6,s,0.68,0.06,B-,100,,,,,,,,8377.6123,0.6365,115924062.1,79.261,-70735.742,73.832,N,1970,1-Dec-09,Jean Blachot,10/18/2023
45,72,Rh,,,0.44,4,s,0.44,0.04,B-,100,,,,,,,,8359.2766,0.076,116926036.3,9.548,-68896.758,8.895,N,1991,1-Mar-09,JEAN BLACHOT,10/18/2023
45,73,Rh,,,286,10,ms,0.286,0.01,B-,100,,B-N,2.1,0.9,,,,8322.8539,0.2054,117930341.1,26.018,-64886.84,24.236,N,1994,14-Jan-22,BALRAJ SINGH,10/18/2023
45,74,Rh,,,171,18,ms,0.171,0.018,B-,100,,B-N,6.4,1.6,,,,8303.3953,0.0783,118932557,10,-62822.802,9.315,N,1994,1-Dec-08,D. M. SYMOCHKO and  E. BROWNE and  J. K. TULI,10/18/2023
45,75,Rh,,,132,5,ms,0.132,0.005,B-,100,,B-N,5.4,,B-2N,,,8266,2,119937069,215,-58620,200,Y,1994,30-Jun-17,BALRAJ SINGH,10/18/2023
45,76,Rh,,,151,9,ms,0.151,0.0625,B-,100,,B-N,,,,,,8245.2397,5.1194,120939613,665,-56250.134,619.444,N,1994,20-Jan-09,S. OHYA,10/18/2023
45,77,Rh,,,300,,ns,0.0000003,,B-,,,B-N,,,B-2N,,,8208,2,121944305,322,-51880,300,Y,1997,30-Nov-13,BALRAJ SINGH,10/18/2023
45,78,Rh,,,42.2,18,ms,0.0422,0.0018,B-,100,,B-N,24.2,1.4,B-2N,,,8185,3,122947192,429,-49190,400,Y,2010,15-Apr-21,Jun Chen,10/18/2023
45,79,Rh,,,30,2,ms,0.03,0.002,B-,100,,B-N,,,B-2N,,,8148,3,123952002,429,-44710,400,Y,2010,20-Jul-15,BALRAJ SINGH,10/18/2023
45,80,Rh,,,26.5,20,ms,0.0265,0.002,B-,100,,B-N,,,B-2N,,,8124,4,124955094,537,-41830,500,Y,2010,20-Jul-15,BALRAJ SINGH,10/18/2023
45,81,Rh,,,19,3,ms,0.019,0.003,B-,100,,B-N,,,B-2N,,,8087,4,125960064,537,-37200,500,Y,2010,1-Oct-21,H. Iimura and  J. Katakura and  S. Ohya,10/18/2023
45,82,Rh,,,20,13,ms,0.02,0.0135,B-,100,,B-N,,,B-2N,,,8060,5,126963789,644,-33730,600,Y,2015,31-May-15,BALRAJ SINGH,10/18/2023
45,83,Rh,,,,,,,,B-,100,,B-N,,,B-2N,,,8010,2,127970649,322,-27340,300,Y,2018,31-Jan-21,BALRAJ SINGH,10/18/2023
46,44,Pd,,,,,,,,EC+B+,100,,2P,,,ECP,,,8113,4,89957370,429,-39710,400,Y,2016,1-Mar-20,S. K. Basu and  E.A. MCCUTCHAN,10/18/2023
46,45,Pd,,,,,,,,EC+B+,100,,,,,,,,8183,5,90950435,454,-46170,423,Y,1995,1-Sep-13,Coral M. Baglin,10/18/2023
46,46,Pd,,,1,1,s,1,0.25,EC+B+,100,,,,,,,,8275.5695,3.7503,91941192.23,370.402,-54779.095,345.028,N,1994,15-Sep-12,CORAL M. BAGLIN,10/18/2023
46,47,Pd,,,1,9,s,1,0.09,EC+B+,100,,ECP,,,,,,8318.5637,3.9786,92936680.43,397.221,-58981.81,370.009,N,1994,15-Dec-10,CORAL M. BAGLIN,10/18/2023
46,48,Pd,,,9,5,s,9,0.5,EC+B+,100,,,,,,,,8391.6832,0.0456,93929036.29,4.602,-66102.281,4.287,N,1982,1-Jan-06,D. Abriola(a) and  A.A. Sonzogni,10/18/2023
46,49,Pd,,,5,3,s,5,3,EC+B+,100,,,,,,,,8428.9807,0.0319,94924888.51,3.253,-69965.913,3.031,N,1980,30-Jun-09,S. K. Basu and  G. Mukherjee and  A. A. Sonzogni,10/18/2023
46,50,Pd,,,122,2,s,122,2,EC+B+,100,,,,,,,,8490.0207,0.0437,95918213.74,4.502,-76183.42,4.194,N,1980,1-Apr-08,D. Abriola(a) and  A.A. Sonzogni,10/18/2023
46,51,Pd,,,3.1,9,m,186,5.4,EC+B+,100,,,,,,,,8502.4303,0.0499,96916471.99,5.2,-77805.852,4.844,N,1969,19-Nov-09,N. NICA,10/18/2023
46,52,Pd,,,17.7,4,m,1062,24,EC+B+,100,,,,,,,,8533.8999,0.0484,97912698.34,5.09,-81320.985,4.742,N,1955,15-Feb-20,Jun Chen and  Balraj Singh,10/18/2023
46,53,Pd,,,21.4,2,m,1284,12,EC+B+,100,,,,,,,,8537.9332,0.0516,98911773.07,5.482,-82182.861,5.107,N,1955,1-Jul-17,E. BROWNE and  J. K. TULI,10/18/2023
46,54,Pd,,,3.63,9,d,313632,7776,EC,100,,,,,,,,8563.5652,0.1764,99908520.44,18.934,-85212.672,17.637,N,1948,31-Jan-21,Balraj Singh and Jun Chen,10/18/2023
46,55,Pd,,,8.47,6,h,30492,216,EC+B+,100,,,,,,,,8560.8644,0.0454,100908284.8,4.925,-85432.145,4.588,N,1948,1-Jul-06,JEAN BLACHOT,10/18/2023
46,56,Pd,4.4827,0.0044,STABLE,,,,,,,,,,,,,,8580.2887,0.0041,101905632.3,0.449,-87902.963,0.419,N,1935,31-Dec-08,D. DE FRENNE,10/18/2023
46,57,Pd,,,16.991,19,d,1468022.4,1641.6,EC,100,,,,,,,,8571.0173,0.0085,102906111.1,0.942,-87456.98,0.878,N,1950,1-Mar-09,D. DE FRENNE,10/18/2023
46,58,Pd,4.5078,0.0027,STABLE,,,,,,,,,,,,,,8584.8485,0.0129,103904030.4,1.434,-89395.123,1.336,N,1935,30-Mar-07,JEAN BLACHOT,10/18/2023
46,59,Pd,4.515,0.003,STABLE,,,,,,,,,,,,,,8570.6509,0.0108,104905079.5,1.222,-88417.905,1.138,N,1935,1-Apr-19,S. LALKOVSKI and  J. TIMAR and Z. ELEKES,10/18/2023
46,60,Pd,4.5318,0.0029,STABLE,,,,,,,,,,,,,,8579.9934,0.0104,105903480.3,1.186,-89907.543,1.106,N,1935,1-May-07,D. DE FRENNE AND A. NEGRET,10/18/2023
46,61,Pd,,,6.50E+06,3,Y,2.0512E+14,9.46708E+12,B-,100,,,,,,,,8560.8946,0.0112,106905128.1,1.289,-88372.654,1.201,N,1958,1-Mar-08,Jean Blachot,10/18/2023
46,62,Pd,4.5563,0.0027,STABLE,,,,,,,,,,,,,,8567.0241,0.0103,107903891.8,1.189,-89524.215,1.108,N,1935,1-Jul-08,Jean Blachot,10/18/2023
46,63,Pd,,,13.59,12,h,48924,432,B-,100,,,,,,,,8544.8825,0.0102,108905950.6,1.195,-87606.484,1.114,N,1937,31-May-16,S. KUMAR(a) and  J. CHEN(b) AND F.G. KONDEV,10/18/2023
46,64,Pd,4.5782,0.003,STABLE,,,,,,,,,,,,,,8547.163,0.0056,109905172.9,0.657,-88330.904,0.612,N,1935,1-Aug-11,G. G~URDAL and F.G. KONDEV,10/18/2023
46,65,Pd,,,23.4,2,m,1404,12,B-,100,,,,,,,,8521.7498,0.0066,110907690.4,0.785,-85985.886,0.731,N,1937,1-Feb-08,Jean Blachot,10/18/2023
46,66,Pd,,,21.04,17,h,75744,612,B-,100,,,,,,,,8520.7205,0.0584,111907330.6,7.027,-86321.039,6.546,N,1951,1-Aug-14,S. LALKOVSKI and  F.G. KONDEV,10/18/2023
46,67,Pd,,,93,5,s,93,5,B-,100,,,,,,,,8492.5795,0.0615,112910261.9,7.458,-83590.5,6.947,N,1954,1-May-09,Jean Blachot,10/18/2023
46,68,Pd,,,2.42,6,m,145.2,3.6,B-,100,,,,,,,,8488.0056,0.061,113910369.4,7.459,-83490.346,6.948,N,1958,1-Jan-12,Jean Blachot,10/18/2023
46,69,Pd,,,25,2,s,25,2,B-,100,,,,,,,,8457.7342,0.1178,114913659.3,14.543,-80425.822,13.547,N,1958,1-Sep-12,JEAN BLACHOT,10/18/2023
46,70,Pd,,,11.8,4,s,11.8,0.4,B-,100,,,,,,,,8449.2755,0.0615,115914297.9,7.659,-79831.026,7.135,N,1970,1-Dec-09,Jean Blachot,10/18/2023
46,71,Pd,,,4.3,3,s,4.3,0.3,B-,100,,,,,,,,8416.9243,0.062,116917955.6,7.788,-76423.89,7.255,N,1968,1-Mar-09,JEAN BLACHOT,10/18/2023
46,72,Pd,,,1.9,1,s,1.9,0.1,B-,100,,,,,,,,8405.2197,0.0211,117919067.3,2.677,-75388.358,2.494,N,1969,14-Jan-22,BALRAJ SINGH,10/18/2023
46,73,Pd,,,0.92,1,s,0.92,0.01,B-,100,,,,,,,,8368.9594,0.0693,118923341.1,8.854,-71407.277,8.248,N,1991,1-Dec-08,D. M. SYMOCHKO and  E. BROWNE and  J. K. TULI,10/18/2023
46,74,Pd,,,492,33,ms,0.492,0.033,B-,100,,B-N,0.7,,,,,8357.0817,0.0191,119924551.7,2.464,-70279.604,2.296,N,1993,30-Jun-17,BALRAJ SINGH,10/18/2023
46,75,Pd,,,285,24,ms,0.285,0.024,B-,100,,B-N,0.8,,,,,8320.8584,0.0277,120928950.3,3.6,-66182.337,3.353,N,1994,20-Jan-09,S. OHYA,10/18/2023
46,76,Pd,,,175,16,ms,0.175,0.016,B-,100,,B-N,2.5,,,,,8305.9755,0.1603,121930631.7,21,-64616.169,19.561,N,1994,15-Jan-14,BALRAJ SINGH,10/18/2023
46,77,Pd,,,109,2,ms,0.109,0.002,B-,100,,B-N,1.4,0.3,,,,8270.0318,6.4182,122935126,847.5,-60429.748,789.441,N,1994,15-Apr-21,Jun Chen,10/18/2023
46,78,Pd,,,38,19,ms,0.038,0.0285,B-,100,,B-N,,,,,,8252,2,123937305,322,-58400,300,Y,1997,15-Jan-14,BALRAJ SINGH,10/18/2023
46,79,Pd,,,57,10,ms,0.057,0.01,B-,100,,B-N,,,,,,8215,3,124942072,429,-53960,400,Y,2008,31-Jul-15,BALRAJ SINGH,10/18/2023
46,80,Pd,,,48.5,7,ms,0.0485,0.0007,B-,100,,B-N,4.9,0.9,,,,8197,3,125944401,429,-51790,400,Y,2008,1-Oct-21,H. Iimura and  J. Katakura and  S. Ohya,10/18/2023
46,81,Pd,,,38,2,ms,0.038,0.002,B-,100,,B-2N,,,B-N,,,8160,4,126949307,537,-47220,500,Y,2010,31-Jul-15,BALRAJ SINGH,10/18/2023
46,82,Pd,,,35,3,ms,0.035,0.003,B-,100,,B-N,,,,,,8137,4,127952345,537,-44390,500,Y,2010,20-Mar-16,BALRAJ SINGH,10/18/2023
46,83,Pd,,,31,7,ms,0.031,0.007,B-,100,,B-N,,,B-2N,,,8086,5,128959334,644,-37880,600,Y,2015,31-May-15,BALRAJ SINGH,10/18/2023
